Temperature,Pressure,Vibration,Usage_Hours,Mechanical_Stress,Material,Failure
60.124310853991076,244.34215695069332,3.440310163207648,1640,71.43063736073995,Titanium,0
77.80328112162488,170.19231453217893,7.772994603449826,8866,68.32439819823244,Titanium,1
83.57112571511746,204.07773701655043,3.0385361283598393,320,62.311580253052995,Composite,0
94.77894044741517,202.53400359169842,5.410490178818753,5022,36.37385729787563,Composite,1
74.81729781726352,167.9223651873476,7.350282060820679,5713,53.54325657434353,Aluminum,1
71.91506397106812,228.68885006274039,5.898634638895714,853,77.56876421957077,Composite,0
74.98242956415463,269.7401991755845,5.263510568737669,7588,56.71305156094658,Titanium,1
89.15402117702074,199.48981776548507,3.5472745295571566,7306,65.45221192697063,Aluminum,0
83.28751109659684,215.15063264821302,2.927346217148444,9312,25.8525822986071,Titanium,1
74.70239796232961,202.53555427445983,6.155075163376379,9780,60.828137373584674,Aluminum,1
85.13267433113356,178.59245990278473,7.25922086116242,8038,34.185003739544605,Titanium,1
80.9707754934804,145.3771916659395,4.341725014282742,2061,46.68646986715553,Composite,0
89.68644990532889,178.82679550713905,3.291407738575473,6058,71.33047433042668,Titanium,0
72.97946906122648,158.24124857144807,1.3127458541764723,3583,55.20744546398194,Titanium,0
76.72337853402232,251.12306234177353,3.5288527345061933,6735,62.22523874730981,Aluminum,1
76.07891846867842,196.54670918230283,4.82951473625144,8729,47.225288912114905,Titanium,1
65.36485051867882,189.62242012858488,7.398684861255101,8770,21.109803997390827,Composite,1
82.96120277064576,226.67461474363418,6.009700538349453,882,35.97075518857197,Aluminum,0
82.6105527217989,166.34746691432338,5.457628107060129,5203,60.20364398243184,Aluminum,0
80.05113456642461,176.99407885986344,4.399820508048304,4267,55.02070565625618,Titanium,0
77.65412866624852,202.04216807745863,4.125251424116065,319,74.93652407500463,Aluminum,0
65.84629257949585,230.86306974270443,7.108471396261946,9319,51.899047736673545,Composite,1
75.79354677234642,215.05055135506365,5.301107811137584,8129,36.607935857314686,Titanium,1
76.57285483473231,207.44975427547647,1.8460989621184671,7246,49.61263086492385,Composite,0
71.9772273077838,202.3435320570805,3.989690528154136,389,64.96741411388413,Titanium,0
78.3871428833399,212.00707566580326,3.71267595234256,479,23.643568460456134,Titanium,0
84.04050856814538,206.04958715387764,4.180603986233803,9670,55.18471905830122,Aluminum,1
98.8618590121053,169.10083175669192,5.844365990427628,6986,31.09259334921091,Aluminum,1
81.74577812831839,201.38237664899455,4.838832677308626,2058,52.440698821876964,Aluminum,0
82.57550390722764,167.78934023246742,4.884701889494507,8357,60.896658997687965,Titanium,1
79.25554084233833,202.4324762870247,6.970209741987855,2283,58.27810557779371,Aluminum,0
60.812287847009586,185.58056175535276,3.9553083653199677,3874,70.1058278557077,Composite,0
79.73486124550783,276.1814486834858,7.796299288831024,4019,53.76095994719827,Aluminum,1
80.60230209941027,198.80316848744863,3.993038612943371,6302,57.70373115558449,Composite,0
104.63242112485287,157.87281301215233,5.133797294918857,877,58.22830943888994,Aluminum,1
78.07639035218878,195.97459367969228,4.57819460689585,2666,35.454130969872736,Titanium,0
83.01547342333612,215.58076236913664,5.1851287002514415,7504,48.08781894194535,Aluminum,0
79.65288230294756,250.20091838457571,5.666887992609693,178,13.115174689857902,Composite,1
68.31321962380468,182.31642800183846,5.650752860133315,1681,55.653212275564286,Composite,0
91.4282281451502,152.5271607792908,3.87032400406913,8067,8.726304140178968,Aluminum,1
87.51933032686775,224.50511034292944,3.315627983828644,7939,62.736437916610484,Composite,0
87.91031947043047,158.58203882301046,8.754757686358566,2262,74.79967353708406,Titanium,1
70.9061254520526,186.91533675477544,4.27402349059917,9277,57.480901644226805,Aluminum,1
94.02794310936099,192.27138543467018,6.0488186580079795,1585,59.79614390505691,Composite,1
65.98148937207719,197.91099640099677,2.5885380342152047,5845,68.07307988297575,Aluminum,0
85.8685709380027,220.67493371223006,4.580580920142985,2720,43.4775149687406,Aluminum,0
101.90455625809979,179.49097153140838,4.809200924026335,1064,30.912586675198945,Aluminum,1
70.09463674869312,191.78812243499718,5.709222604891749,9120,48.71018959769213,Aluminum,1
74.33702270397228,199.57188941151836,0.9163187885120916,2773,38.55612721675325,Aluminum,0
80.99651365087641,204.48793872556365,5.249210919617496,5393,51.15143038022273,Titanium,0
74.965243458838,202.9348152412377,3.275387816948161,7359,53.82107094526252,Aluminum,0
64.49336568933867,213.0801732566774,5.486518566792386,1818,42.82672996669536,Titanium,0
80.68562974806028,225.31518528925213,3.4455062047427556,1328,39.294215519389304,Aluminum,0
69.37696286273895,211.77902346952905,3.7167759561116283,3878,17.688026091200456,Composite,0
84.73592430635182,213.60756570527656,4.5895585844100975,1940,47.46776243626671,Aluminum,0
70.80575765766197,152.53330499760568,3.4215057955952073,597,43.44729434214623,Aluminum,0
95.4993440501754,201.50683097497043,4.286698329896968,636,44.51092504177599,Composite,1
72.16746707663764,214.38522644004826,3.2099363471850273,3405,60.97453267336923,Titanium,0
76.77938483794324,221.8682358371135,2.2502443224519086,7224,79.47913088622548,Titanium,0
88.1351721736967,179.22947677298617,6.526935578644039,9456,44.64680916363176,Titanium,1
67.69135683566044,180.22882175334064,3.0559269607641077,2071,55.79079933761435,Titanium,0
82.2745993460413,182.77697974149206,4.731978668588025,7687,53.81058599693642,Composite,0
93.07142754282428,216.0924169967403,6.129336622240677,3627,67.01974796645906,Titanium,1
63.92516765438772,231.01643164772625,4.077583846225935,399,36.32333038738074,Titanium,0
81.84633858532304,187.77619678125194,3.762251150381693,2486,35.88062494194076,Titanium,0
82.59882794248423,227.23886940881147,5.3393571330011325,4063,37.628323109467104,Titanium,0
87.81822871777311,203.70439427493784,6.676900734090728,4787,15.98736580104459,Titanium,0
67.63049289121918,196.27142668512693,3.246027102370297,4271,49.309926131123774,Aluminum,0
66.79543386915724,193.65847310546093,4.774778251973841,3959,34.21026965015891,Aluminum,0
85.21941565616898,222.3983409380647,2.401258107549009,9205,53.76766538457146,Titanium,1
82.96984673233186,209.7673345036121,4.410198494476715,3795,14.113818583207653,Composite,0
82.50492850345877,268.2747628294291,5.051307026807113,9212,49.14486299786299,Composite,1
83.46448209496975,174.43326071008028,3.7180630373674015,9815,46.157441770566315,Aluminum,1
73.1997527842151,215.54305106089927,4.314512249262153,7342,41.82556062385631,Composite,0
82.32253697161003,184.12396970565462,2.887659847538825,6231,64.97307472079363,Aluminum,0
82.93072473298682,173.9213903903407,5.115617917072241,3717,37.93086771138016,Titanium,0
72.85648581973632,199.67398588895082,6.583541373324724,2800,54.5559743250099,Titanium,0
98.65774511144757,204.1205743822111,3.3542841953443046,1105,40.52253965156081,Composite,1
84.73832920911788,287.5452066518028,4.065992350171426,1801,74.88561534653374,Composite,1
68.08696502797352,194.47562552950393,5.753819369681272,3402,47.94560577940462,Composite,0
86.5655360863383,166.0946381154595,6.818136078984104,9095,60.13711963514263,Titanium,1
70.25318329772679,208.19032152483157,2.760215281686603,3466,59.145372712154696,Titanium,0
87.87084603742451,137.76079887360896,4.746822893876076,3262,67.18443164257285,Composite,0
91.58595579007404,197.24129652187202,5.424696233479287,8406,52.191248886739224,Composite,1
71.7931768164829,200.48075846885482,4.846915414056728,2237,30.23808658719493,Composite,0
89.63376129244321,223.83801148835636,1.2848118996843692,4952,56.64472594260276,Composite,0
84.12780926936499,229.2086674828354,5.751635013963158,130,54.157079671484404,Aluminum,0
88.2206015999449,184.89291143276847,7.279004526635966,6048,4.457328395608968,Composite,1
98.96792982653947,195.48157956110202,5.174992626754255,1905,24.92114339906605,Composite,1
77.5461188399713,177.01637508167988,3.453340920058605,6513,60.58912024627868,Aluminum,0
72.4626383564251,166.1581233557692,4.230309130453575,3669,71.30591742192019,Aluminum,0
71.10485570374476,209.29684338141902,7.654869601483389,9728,48.75950370310608,Aluminum,1
71.84189715034562,161.79243354210203,6.364943811290837,5410,62.13847930381348,Aluminum,0
79.22898290585896,187.56119298284412,5.960039927576494,556,51.63739910365908,Composite,0
83.41151974816644,170.1447812030229,5.534618875301564,548,50.54611109960404,Titanium,0
82.7669079933002,216.4904955887078,4.008294331713541,167,47.852318451557714,Titanium,0
88.27183249036024,254.04290297799463,4.6991432290163475,4189,51.21083727806067,Titanium,1
80.13001891877907,160.95236051590007,4.883115896482226,1962,55.826085010952276,Titanium,0
94.53534077157317,144.4094455130729,5.824361474096666,1902,43.974269251254746,Titanium,1
77.35343166762044,196.25339343949798,7.2633783414003545,7654,68.7004973752415,Titanium,1
107.20169166589619,200.47093387873275,6.677507205189692,8419,34.99692162372549,Aluminum,1
86.25667347765007,206.55977920271894,2.870923466305939,5995,75.51717147788997,Aluminum,0
71.42842443583717,186.61038454296965,5.335992453351573,9559,46.767627098776885,Titanium,1
69.29107501938887,193.98082103523706,6.105145017751846,9334,49.219483540624324,Composite,1
84.82472415243186,211.02531231621808,5.928290495216953,5615,40.58499288006395,Composite,0
77.7653721467415,231.21292677934517,4.056149354918871,3838,56.14133317316722,Titanium,0
87.14000494092092,141.3485368904515,9.371163823652543,467,44.35010642286241,Composite,1
84.73237624573545,188.93181682905615,3.0843731565033217,6301,42.86862155426014,Aluminum,0
79.27171087343127,206.41426381823192,3.375217330000925,2740,59.19456682954311,Aluminum,0
71.53206281931595,172.46071686167792,5.3503926218923645,5007,67.41766551589461,Composite,0
64.85152775314135,251.93508895301898,8.17520458244578,158,34.36841636367707,Titanium,1
75.53485047932979,180.93770359313788,3.7457077239437435,4356,62.38367369890357,Aluminum,0
88.56398794323472,198.7612193897815,4.601257451529512,8394,68.71837505632007,Composite,1
82.14093744130204,216.68066290526872,6.615940509523539,5041,23.52510550780116,Composite,0
67.54261221288012,182.26145633594317,4.973206767668399,4607,37.308890452717904,Aluminum,0
81.73180925851182,144.6028085658675,4.498094218204557,885,68.35747332001853,Aluminum,0
83.85317379728836,187.140364192504,5.84844935283008,2546,55.59733400847597,Titanium,0
71.16142563798867,230.88321667781122,5.40877698534439,9248,75.63936006026671,Composite,1
81.53725105945527,189.89314619644585,6.545658178455187,8728,47.34035667692549,Titanium,1
80.58208718446,174.60697095623064,6.937203333598045,2465,42.10952808816721,Aluminum,0
68.57029702169376,227.77016628508164,5.460504590008043,4801,70.42044228056923,Composite,0
83.57787360348283,190.07675311930842,5.437599088067463,7517,37.46579373905962,Aluminum,0
85.60784526368235,184.69517559049348,5.321166473429201,5666,46.33904522933277,Aluminum,0
90.83051243175277,204.4836826898993,5.733695834973932,8788,58.39225218954495,Aluminum,1
90.53802052034902,223.1225062885636,5.082755956807196,9658,59.87695577013372,Titanium,1
66.22330632042909,271.45140595197637,4.9990872765165655,9314,38.03521129929105,Aluminum,1
70.62174960084877,224.8170832297227,6.794940681240863,6483,53.91026354731321,Titanium,0
85.1503526720866,234.79519899165032,7.274174270532565,1589,45.636448116445585,Aluminum,1
85.1378595091221,184.82101403036435,2.7386705830498688,2434,24.759097326498097,Aluminum,0
85.15047686306048,169.2239568209157,5.015031727610854,7790,43.083800384654154,Composite,0
118.52731490654722,201.8699404885737,3.966958349832148,3489,25.48567430007502,Aluminum,1
85.70890510693167,203.2150974577879,4.533542800270892,302,40.10811585177579,Composite,0
91.35565640180599,167.6446177590621,5.603774314602982,330,31.976028322525533,Composite,1
89.54001763493203,194.74116410287962,6.004157557313703,7147,61.60737355031978,Titanium,0
86.51391251305797,211.97952805157394,4.831810334582983,3062,54.50545914223383,Composite,0
76.84730755359655,210.8118018505424,2.129989497915796,2427,73.07932811039305,Composite,0
87.58969220493267,215.12863560152817,3.5524316291357305,2884,36.17352359298604,Aluminum,0
72.27174785462428,208.7289419041233,6.344749505300249,903,51.849135750743386,Aluminum,0
77.63181393259991,184.78974022189834,0.8893603669476029,5866,33.45539892311418,Titanium,0
75.14636452170896,184.5829812005347,6.781140727523,3823,40.52626967213581,Composite,0
80.81874139386322,164.03145806018372,5.781844985966812,6496,44.00799965848513,Composite,0
103.14658566673509,253.54325117555285,6.974264122295033,275,79.60471179526999,Titanium,1
61.32734807408252,200.4035109385788,4.70214621967856,9736,55.45835228765836,Aluminum,1
86.86260190374513,193.25440832615445,1.9078918639656424,5791,48.08355818145999,Composite,0
63.87284128810349,172.13623755642624,5.645543962259747,3632,66.18514513043777,Titanium,0
75.28068134210567,288.06973706983337,6.911979686057512,4449,60.094928260992475,Aluminum,1
90.88950596967366,167.80015903331315,6.387082708270132,1643,49.15875520361708,Titanium,1
80.64280019095463,187.1345622318178,4.005962774767947,5556,60.12790968959683,Titanium,0
69.22255222070694,212.4751050885818,5.13014161319397,3513,45.413621219030816,Composite,0
72.84696290740033,218.00638897232832,4.200745596830114,7185,94.7845971655297,Aluminum,0
86.79597748934675,228.73796165647053,3.771100303715942,4279,68.30019235496594,Composite,0
72.69633368282864,254.2282552330779,6.433082856769777,9432,43.90110980946854,Composite,1
82.16458589581976,215.18472966382137,3.2037015331022567,4907,61.38863726361678,Aluminum,0
80.45571839903813,168.31907600099998,3.659275354127581,7486,58.23335723173505,Aluminum,0
73.48399652394183,192.29164624634655,3.343961549791422,2040,54.246644551138004,Aluminum,0
101.43944089325325,209.23497117541655,2.76462871505143,756,57.721780553244194,Composite,1
86.33919022318011,262.0467812451747,5.219621437763905,2603,37.81346486196059,Aluminum,1
59.74857413342393,158.0658356472711,6.742254572722964,758,43.474133454906294,Aluminum,0
81.86454314769428,236.07729515675683,4.722684865632101,7138,74.88037196038835,Aluminum,0
73.38213535231613,205.39743108639252,2.7413782991537503,8202,53.06028348190815,Titanium,1
88.52433334796224,225.13491605688444,6.259916809613041,6125,39.49624243212619,Aluminum,0
72.07479261567299,196.94015850092205,7.528552631052458,9346,47.897276168090436,Composite,1
78.85263558533102,174.7270210962102,4.030636513780108,6598,41.98732220698558,Titanium,0
85.04987278980457,222.52618338203996,4.2821685999234225,6448,63.46589467713679,Composite,0
88.65755194170121,219.63293081316863,5.773490945125092,3141,41.58741894124341,Titanium,0
67.99703592944223,229.16170897219166,7.432810621677577,2438,50.662016732973115,Aluminum,1
76.65498764159051,199.60086093864095,4.2202487814121605,210,40.0622197680597,Titanium,0
75.25054688839043,182.00533930040453,3.0013253285026926,5287,83.11861951979192,Composite,0
73.46670767426288,153.23639014928474,5.94712790940861,1818,59.43828448335146,Titanium,0
97.65454240281096,224.5811980441822,6.198602109713449,6616,58.84391493858186,Aluminum,1
84.04981710960955,212.7166844733196,5.00919717565284,225,60.46741085603541,Aluminum,0
67.39116045664954,171.02652101408123,4.162800110513824,8553,44.08069709499148,Composite,1
89.17861947054776,183.84278980110128,6.49156809648807,3034,72.81902155810633,Titanium,0
101.22156197012633,185.9972356414568,5.792054006821946,6017,48.98478199058091,Composite,1
90.32465260551147,155.51046704052746,3.8473467246447606,1704,76.59208198880398,Composite,1
64.80630034045987,175.46952810184598,5.073642096958507,7690,45.127933579300596,Composite,0
75.15765927133748,165.98508929580936,2.9724387019630303,2182,60.732205761362266,Aluminum,0
92.66911149186623,187.6256296433619,6.0288356846568805,8946,52.50233439301033,Titanium,1
72.92330534381219,177.8390750501131,4.6066496459257165,5193,54.01467767380251,Aluminum,0
84.43819428146229,151.18985237399755,4.346433751422895,7243,24.949735791708008,Aluminum,0
87.74634053429337,260.67770691708444,4.950688272271349,384,35.25200034648439,Aluminum,1
70.73069528421917,237.57622193087693,5.060461548995372,5666,72.64932793494759,Titanium,0
79.404746439382,176.62941735440043,6.34239509234834,8318,30.667714373272407,Aluminum,1
47.58732659930927,208.1726418996083,5.886635796987832,2374,63.38045702484689,Aluminum,0
69.7561235866571,212.52395269463884,4.765386081810796,4072,88.99968813866228,Aluminum,0
77.4743184860684,235.7325756432043,6.145502224578493,9883,58.29516069726007,Titanium,1
67.5221681803515,175.44184920019765,5.601105880537419,9420,81.90121793166887,Titanium,1
96.32411303931636,232.76320351947277,4.360100545570944,4213,60.38169079285021,Composite,1
65.69858622039368,183.56284087379194,4.812922762645271,6829,53.942859529990315,Aluminum,0
75.59955513303017,159.9241278749416,4.777665666735319,8448,55.61967750371067,Aluminum,1
81.30740577286092,221.72409677943492,5.757892014761302,1389,47.339333602558895,Titanium,0
94.41273289066116,238.72275272367284,4.4494660779175375,2611,46.878368989270164,Titanium,1
65.6413784882056,277.6372692059205,4.41438622036755,5820,42.12258772299706,Aluminum,1
91.63163752154959,164.0082420472936,7.953135964150938,1255,56.34796261787764,Composite,1
80.10233061019586,220.96759055242367,6.409603222620657,2888,83.00577742859994,Composite,0
70.18491348952048,187.705962686194,3.8590990033622914,5253,71.36708943148247,Aluminum,0
84.6210347426327,223.50076131572095,5.856411490913297,6326,53.07312734688058,Composite,0
81.9905969557347,155.8853134630625,5.177525098482766,3076,59.21314541235638,Composite,0
73.99783122841205,162.11690672904308,5.58732676289014,5351,48.71909509080519,Aluminum,0
80.69802084990019,176.72375530500548,5.206011986847657,3599,71.32190574090171,Composite,0
76.14686403138239,202.36892137004253,6.784463968227854,3013,25.51553117984498,Titanium,0
81.13517345251248,180.76756200384935,5.518430516977169,303,78.95889616540794,Aluminum,0
86.62130674521046,219.77163031740258,4.906866952678569,1922,41.82127716221704,Titanium,0
95.86016816145352,230.80683854773744,6.563285865474526,9651,44.23926137408421,Aluminum,1
67.62184501173151,217.98732623736066,5.349927561631808,8733,31.65916943949876,Titanium,1
101.33033374656267,248.56362918982603,5.182217868993587,7071,52.321269586526135,Composite,1
60.47912200477498,212.4747988836603,5.471033903729172,7525,39.78706113567606,Titanium,0
78.48214904964416,163.49309868979498,4.85958646495045,9607,67.4522911925915,Titanium,1
85.88317206484577,240.90129540615018,5.013840489493203,9440,60.12697307476716,Titanium,1
82.80991867735032,181.84531293182008,4.119958116857191,5882,39.59521485312608,Titanium,0
73.77300480179406,227.3125549905671,3.873249170564182,8026,36.84571593412362,Titanium,1
77.91877749642725,247.21202649665318,3.5021444202763408,9490,40.370405666333156,Aluminum,1
75.06999065341168,213.70064032191198,2.912025069804386,6103,35.81524023089994,Titanium,0
74.10635243055789,155.1152356050605,3.680423957923165,4275,45.8067654927583,Titanium,0
88.49602097021025,172.45363500470626,4.738599448299611,7886,37.38921386038237,Aluminum,0
83.57015485965047,239.68233400655407,5.1546763736684555,2959,67.52406379175984,Aluminum,0
73.07090404739346,194.92631943071552,4.593055155278539,3062,42.52477575099176,Composite,0
88.9959987543325,202.38720604826497,1.466444764808963,1467,58.63552587417253,Titanium,0
83.07299520876609,222.76473248490828,7.361879536643514,5310,58.7587754884934,Titanium,1
88.1286211883896,220.8896858624097,6.629720184335572,3009,22.20330953319292,Composite,0
86.29628841923612,208.36399437156382,5.668639776825693,3505,60.70172226372095,Titanium,0
71.71004989077927,193.73994886338602,7.861236008829902,4594,24.396801360498333,Composite,1
74.3981895980303,190.61994662802928,3.533953823774434,920,37.49238994424863,Aluminum,0
87.47293605123262,225.7369647587403,7.831437680939007,7802,60.0104931329797,Titanium,1
86.10370265433465,216.60708593203378,3.552178884874178,7355,51.87255211561002,Titanium,0
79.79098406035853,192.28099998146632,5.358106887937035,2762,44.89337332836283,Aluminum,0
81.17327383308782,232.46336938979422,3.0892440122986935,7204,23.25533213349424,Titanium,0
92.77664895788425,196.1289765461065,5.02204114331655,5472,64.46957930802425,Aluminum,1
74.0842861116417,174.4501347699682,5.579249746997583,4553,56.51148782840026,Aluminum,0
85.47097381170038,177.23087903289965,4.767964503298168,3229,37.15307289626474,Composite,0
77.97807347566106,170.637774910707,6.070816166135206,4716,35.57689484559319,Aluminum,0
77.82318796772779,191.82769950188938,5.148521674230886,8186,65.40324329212676,Composite,1
90.9877685198719,237.01172835008578,4.216377907433737,1766,54.50606387574093,Aluminum,1
88.2541634898803,175.84714456908475,4.149780023296492,7489,29.595511302199643,Composite,0
88.13509636000639,205.65427283054308,6.216370658923545,3500,39.04403260383573,Composite,0
93.05478807154329,180.2993196311776,4.019386955289549,2300,79.35936886048435,Composite,1
80.21003841632759,192.19072876185686,6.373104455727406,9184,65.03356645899242,Composite,1
86.81952971294965,154.69876364044245,6.834067689247896,1083,50.00856912837705,Titanium,0
76.89733243406543,193.3838531253039,2.496929206480805,6723,50.335563776594086,Aluminum,0
83.24166352488442,194.18883860585115,6.699389580951552,8874,17.369286356361037,Aluminum,1
78.69856945632316,216.20863832107085,8.090634047667049,6151,69.59936670529638,Aluminum,1
80.96995964992718,206.6984273976611,5.3780056418028925,4215,43.228718843215326,Aluminum,0
85.95157025436913,164.04823625143865,5.898626277942234,2740,37.869977795217224,Composite,0
71.81779316766527,232.5259473213063,6.555507986553738,6471,61.24959270005699,Titanium,0
100.9238727568546,206.30909120665987,4.586776527231467,3517,40.550695374590546,Aluminum,1
69.93982618500299,205.9518055153246,5.273420335306804,6687,22.65551110010564,Aluminum,0
67.85811387212269,199.72452939844584,3.028700705565336,9180,56.147141681066316,Aluminum,1
91.58110873500068,184.46727658333342,5.2079525427956765,1983,27.26806601651795,Composite,1
87.91662693962935,206.5340701924618,5.747167993466812,4921,49.11807740667111,Aluminum,0
86.24119817052156,214.26765307785746,5.7742445343897035,3922,54.76413307619245,Aluminum,0
86.2834550926428,147.59312925963334,6.59813708539637,8438,45.83239753065986,Titanium,1
